Age,Overall rating,Height in cm,Weight in kg,Value,Wage,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,ATT,DEF,GK,MID
28,80,172,70,€19M,€56K,66.6,76.2,77,70,66.33,79.33,14,14,10,6,8,FALSE,TRUE,FALSE,FALSE
24,78,196,90,€15M,€16K,19,20,55.4,47.6,28,15.33,77,75,69,78,81,FALSE,FALSE,TRUE,FALSE
27,80,179,71,€20.5M,€17K,69.2,74.6,78.8,76.6,76.67,77.33,12,14,14,8,13,FALSE,TRUE,FALSE,FALSE
26,76,175,70,€8M,€42K,65.2,67.6,79,72.4,66.17,49,11,8,10,6,11,FALSE,FALSE,FALSE,TRUE
25,72,185,85,€2.9M,€27K,63.8,57.6,69.2,71.6,64.33,73.33,11,8,8,7,11,FALSE,TRUE,FALSE,FALSE
25,78,178,70,€17M,€43K,66,76.2,75.4,66.2,70.33,73.33,11,15,9,6,8,FALSE,FALSE,FALSE,TRUE
30,80,178,77,€17.5M,€100K,64,66,73.6,76.8,74.67,78.33,9,13,7,11,5,FALSE,FALSE,FALSE,TRUE
25,77,172,70,€12.5M,€27K,63,75.2,83.4,65,61,39,8,5,6,13,14,FALSE,FALSE,FALSE,TRUE
28,73,186,76,€2.8M,€19K,58,62.8,69.4,72.4,62.67,73.33,15,12,13,14,12,FALSE,TRUE,FALSE,FALSE
29,76,190,79,€6M,€44K,16.4,19.2,48.8,45.8,32.5,11,76,74,67,78,76,FALSE,FALSE,TRUE,FALSE
25,74,175,71,€4.9M,€12K,55.6,61.2,80.8,70.6,64.5,69.67,10,10,12,12,7,FALSE,TRUE,FALSE,FALSE
23,71,185,75,€2.8M,€24K,62.8,67.8,71.6,65,60.33,50,13,7,14,8,11,FALSE,FALSE,FALSE,TRUE
25,69,185,70,€1.9M,€9K,62.6,63.2,71,73.4,63.17,64.33,15,8,14,10,14,FALSE,FALSE,FALSE,TRUE
24,76,183,63,€16M,€23K,68,77.2,80.2,79.8,72.67,76.33,9,15,7,9,5,FALSE,TRUE,FALSE,FALSE
26,77,185,79,€12M,€39K,64.6,63.6,73.8,73,65.5,71,12,8,12,10,8,FALSE,TRUE,FALSE,FALSE
25,75,175,70,€7.5M,€1K,67,77.8,79,66.4,59.5,39,9,7,5,6,14,FALSE,FALSE,FALSE,TRUE
25,75,175,70,€8M,€47K,67.4,77.2,74.6,68.6,72.5,62.67,14,6,11,7,10,FALSE,FALSE,FALSE,TRUE
25,73,172,65,€4M,€13K,60.2,69.6,80,71.2,65.33,69,7,8,8,9,11,FALSE,FALSE,FALSE,TRUE
25,76,184,79,€9.5M,€42K,67.4,64.8,69.4,74.6,70.33,74,6,8,6,6,14,FALSE,FALSE,FALSE,TRUE
25,76,185,76,€9M,€34K,66.4,70.6,81.2,75,58.5,20.67,14,13,7,6,9,FALSE,FALSE,FALSE,TRUE
29,79,174,67,€15.5M,€51K,66.2,72.8,88.2,63.6,69.67,72,14,6,11,5,11,FALSE,FALSE,FALSE,TRUE
23,67,178,71,€1.9M,€4K,52.8,61.2,76.4,67.2,59.17,57,8,14,11,14,9,FALSE,FALSE,FALSE,TRUE
25,72,178,72,€3.1M,€17K,60.4,71.8,71.8,67.6,65.17,53,11,12,11,13,13,FALSE,FALSE,FALSE,TRUE
24,72,191,85,€3.4M,€19K,54.2,52.8,67.8,70.6,60.33,69.67,13,14,11,10,12,FALSE,TRUE,FALSE,FALSE
26,73,184,75,€6.5M,€28K,62.8,66.2,62.2,72.8,68.33,78.33,8,11,11,6,9,FALSE,FALSE,FALSE,TRUE
24,74,188,72,€6M,€15K,67.4,61.2,72.8,78.4,55.33,23,14,10,15,7,11,TRUE,FALSE,FALSE,FALSE
24,71,173,64,€2.6M,€13K,66.8,65,76.8,59,57.67,68.67,10,13,7,12,15,FALSE,TRUE,FALSE,FALSE
24,71,185,85,€2.4M,€5K,55.6,58.6,67,68.4,61.83,69.67,12,14,7,11,14,FALSE,TRUE,FALSE,FALSE
27,72,175,71,€2.3M,€22K,53.4,61,76.6,58.8,60.83,67.33,14,5,13,9,12,FALSE,TRUE,FALSE,FALSE
24,77,187,68,€15M,€16K,66.8,74.4,72.8,68.4,66.33,52.67,14,11,7,5,10,FALSE,FALSE,FALSE,TRUE
28,79,192,86,€15.5M,€69K,71.2,67.4,56.8,79.2,74.5,79.33,11,13,5,6,8,FALSE,TRUE,FALSE,FALSE
26,75,183,76,€6M,€27K,66,70.8,71.6,75,66.83,71.67,10,9,15,9,15,FALSE,FALSE,FALSE,TRUE
29,71,180,67,€1.6M,€21K,52.2,55.6,69.6,59.8,60.33,72.67,14,14,13,10,6,FALSE,TRUE,FALSE,FALSE
32,79,179,79,€14M,€13K,75,77,83.4,76.8,65.17,24,8,10,10,14,6,TRUE,FALSE,FALSE,FALSE
32,80,198,103,€10.5M,€13K,14.8,16.6,34.6,47.8,31,14.33,80,80,66,80,83,FALSE,FALSE,TRUE,FALSE
35,83,192,88,€9.5M,€67K,54,65.8,54.6,74.8,66,86,11,9,9,13,11,FALSE,TRUE,FALSE,FALSE
30,79,185,88,€11.5M,€86K,21.2,28.2,55.6,51.2,35.33,18.67,76,73,86,79,84,FALSE,FALSE,TRUE,FALSE
30,73,192,90,€2.3M,€12K,18,19.6,50.6,44.8,28.17,13,74,75,58,68,73,FALSE,FALSE,TRUE,FALSE
30,73,178,72,€2.9M,€30K,66.8,66,77.2,74.8,72,74.33,9,7,8,10,9,TRUE,FALSE,FALSE,FALSE
31,80,181,76,€18M,€48K,77.4,78.6,77.2,77.8,75.33,52.67,8,11,9,6,10,FALSE,FALSE,FALSE,TRUE
31,73,183,75,€2.5M,€34K,69.4,74.4,68,69.6,70,63.67,14,8,13,11,13,FALSE,FALSE,FALSE,TRUE
29,82,180,71,€29.5M,€40K,74.4,81,80.6,79.6,77.17,75.33,8,9,9,8,12,FALSE,FALSE,FALSE,TRUE
30,75,199,96,€4.6M,€36K,52.4,54.8,38.8,69.4,64.5,74,16,11,11,15,10,FALSE,TRUE,FALSE,FALSE
30,76,196,95,€5M,€36K,20.2,27.2,54,48.6,37.83,13,77,75,73,75,76,FALSE,FALSE,TRUE,FALSE
30,77,175,71,€10M,€29K,69,79.6,78.6,70.8,71.5,52,6,9,7,7,8,FALSE,FALSE,FALSE,TRUE
28,77,178,74,€9.5M,€23K,60,64.8,78,58.6,68.33,74.33,8,14,14,13,12,FALSE,TRUE,FALSE,FALSE
30,72,189,87,€1.6M,€43K,19.6,21.2,54.4,50.6,28.5,11,75,66,72,70,75,FALSE,FALSE,TRUE,FALSE
28,79,190,95,€16.5M,€69K,58.6,59.6,56,70.4,67.17,78.67,14,14,7,9,15,FALSE,TRUE,FALSE,FALSE
32,82,182,76,€20M,€145K,57.6,69,69.8,78.6,64.17,83,12,16,11,13,11,FALSE,TRUE,FALSE,FALSE
30,83,186,87,€30M,€67K,53.4,47.8,60.2,61.8,60.83,84.33,15,12,15,10,6,FALSE,TRUE,FALSE,FALSE
29,82,187,90,€23.5M,€40K,19,19.4,56.4,51.6,30.67,12.67,79,83,80,81,84,FALSE,FALSE,TRUE,FALSE
30,74,181,77,€4.1M,€17K,71.8,75,72.4,75.4,67.67,40.33,8,11,14,10,9,TRUE,FALSE,FALSE,FALSE
27,68,195,72,€1.2M,€6K,22.4,21.8,41.6,40.8,27.5,12.67,69,68,64,66,69,FALSE,FALSE,TRUE,FALSE
29,83,189,87,€30.5M,€43K,67.6,59.2,61.6,73.4,71.67,83.67,12,10,6,8,10,FALSE,TRUE,FALSE,FALSE
30,79,183,85,€14.5M,€48K,66.6,61,66,75.6,70.33,78,15,9,16,7,9,FALSE,TRUE,FALSE,FALSE
28,77,186,76,€10.5M,€30K,67.6,78.6,76.4,67.4,60.17,25,15,10,11,12,7,TRUE,FALSE,FALSE,FALSE
30,80,181,65,€20.5M,€110K,72.4,82.2,76.6,66.6,71.67,47.33,11,7,11,8,14,FALSE,FALSE,FALSE,TRUE
29,83,188,78,€31M,€59K,68.8,73,64,78,81.17,82.33,13,12,6,8,8,FALSE,FALSE,FALSE,TRUE
28,80,173,71,€21.5M,€14K,67.2,77.8,83,72.6,66.5,43.67,15,10,9,9,12,FALSE,FALSE,FALSE,TRUE
29,79,175,70,€15.5M,€50K,70,72.2,76.4,69.4,75.5,80.33,16,12,15,11,11,FALSE,TRUE,FALSE,FALSE
28,77,180,72,€11M,€24K,75.4,76.8,76.8,75.2,70.5,34.33,6,11,13,7,14,FALSE,FALSE,FALSE,TRUE
29,81,191,91,€17.5M,€25K,19.2,22.2,38.4,45.4,33.33,18,82,76,77,81,84,FALSE,FALSE,TRUE,FALSE
31,79,173,71,€14.5M,€46K,68.4,72.8,84,76.2,68.5,51.33,7,12,13,14,10,FALSE,FALSE,FALSE,TRUE
29,76,182,75,€6.5M,€40K,59.6,59.8,73.4,64.6,64.83,74.33,12,6,14,9,11,FALSE,TRUE,FALSE,FALSE
28,79,182,81,€16.5M,€42K,61.8,53.8,70.4,73,66.67,80.67,9,14,16,7,7,FALSE,TRUE,FALSE,FALSE
29,76,175,67,€0,€0,66.4,75,79.4,63.4,62.33,31.67,9,16,10,14,7,FALSE,FALSE,FALSE,TRUE
29,78,183,75,€13.5M,€44K,67,81.4,69.2,72.6,74.5,71.33,14,15,11,14,14,FALSE,FALSE,FALSE,TRUE
28,79,186,82,€18M,€62K,76.2,69.2,79,75.4,66.17,34.67,6,10,14,9,15,TRUE,FALSE,FALSE,FALSE
29,80,178,70,€20.5M,€57K,77.4,80.8,74.4,78.2,77.5,65,14,7,15,11,15,FALSE,FALSE,FALSE,TRUE
25,75,191,74,€6M,€650,18.2,20.4,49.6,44.4,33.83,17.33,77,71,70,72,77,FALSE,FALSE,TRUE,FALSE
30,73,185,79,€3M,€14K,69.6,63.6,70.6,72.2,62,22.67,11,9,7,15,14,TRUE,FALSE,FALSE,FALSE
30,77,182,76,€10M,€30K,68.6,69,65.4,74,75.5,76.33,10,12,7,12,11,FALSE,FALSE,FALSE,TRUE
27,67,182,70,€1.1M,€7K,58,61.2,78.6,62,51.83,39,12,10,8,11,6,FALSE,FALSE,FALSE,TRUE
28,75,186,86,€6M,€6K,70.4,62.8,68.6,76.2,64.17,32.33,9,13,7,16,6,TRUE,FALSE,FALSE,FALSE
25,75,180,62,€6.5M,€44K,69.4,73,71,64.8,66.67,46.67,8,14,9,13,7,FALSE,FALSE,FALSE,TRUE
28,75,195,94,€4.8M,€22K,54.8,50.6,42.2,64.4,63.33,75.67,10,8,12,9,12,FALSE,TRUE,FALSE,FALSE
27,78,172,67,€15M,€71K,66.8,75,78.2,69,66.17,38.67,16,7,8,11,11,TRUE,FALSE,FALSE,FALSE
27,78,187,81,€14M,€39K,51.8,51,67.6,68,58.5,78,9,7,10,6,15,FALSE,TRUE,FALSE,FALSE
30,74,179,69,€4.1M,€39K,72.2,75,78.6,71.8,68,58,8,13,6,15,14,FALSE,FALSE,FALSE,TRUE
29,79,161,59,€17M,€12K,66.4,74.8,83.4,63.8,67,42.67,13,9,6,12,10,FALSE,FALSE,FALSE,TRUE
30,76,181,74,€7M,€27K,72.4,71,75.2,69.4,68,54.67,14,7,15,6,8,FALSE,FALSE,FALSE,TRUE
29,71,186,80,€1.6M,€18K,57.8,63.4,65.4,67.2,64.67,72.33,11,11,8,11,7,FALSE,TRUE,FALSE,FALSE
26,71,167,66,€2M,€22K,58.4,67.4,80.4,54.2,55.33,26,12,7,8,7,12,TRUE,FALSE,FALSE,FALSE
27,79,175,70,€22.5M,€26K,71.6,73,86.6,70.4,67.83,35.33,11,10,14,14,10,TRUE,FALSE,FALSE,FALSE
27,76,183,79,€8M,€22K,69.8,67.6,70.4,78.6,68.17,43.67,14,7,11,15,7,TRUE,FALSE,FALSE,FALSE
27,74,170,68,€4.3M,€16K,66.4,76,77.4,70,68.67,66,9,13,12,13,15,FALSE,FALSE,FALSE,TRUE
28,60,191,84,€200K,€1K,17.6,21.4,41.6,36.8,28.33,16,60,58,59,60,60,FALSE,FALSE,TRUE,FALSE
26,81,187,78,€32.5M,€41K,77.6,75.8,75,82.6,69,37,8,14,8,13,13,TRUE,FALSE,FALSE,FALSE
25,76,196,84,€10M,€42K,61.4,62.6,62.6,68.8,64.67,75.33,9,9,14,7,10,FALSE,TRUE,FALSE,FALSE
26,74,175,71,€4.4M,€36K,63,73.6,70.6,64.8,70.17,70,6,15,12,15,13,FALSE,FALSE,FALSE,TRUE
26,76,172,65,€8M,€34K,65,73,85.4,73.4,63.17,38.33,9,8,6,13,7,TRUE,FALSE,FALSE,FALSE
27,76,169,63,€8M,€1K,70,72,81.2,72.2,70.83,65,15,14,7,10,10,FALSE,FALSE,FALSE,TRUE
36,79,180,80,€5.5M,€11K,72.6,82.2,76.4,66,67.17,26,17,14,14,8,12,FALSE,FALSE,FALSE,TRUE
34,86,170,67,€15.5M,€160K,73.8,87,78.2,62.4,62.67,58.33,5,15,12,5,9,FALSE,FALSE,FALSE,TRUE
17,62,193,84,€1.3M,€2K,60,47.6,57,67,52.83,27.33,8,12,10,13,11,TRUE,FALSE,FALSE,FALSE
16,47,167,65,€110K,€500,39.4,40.6,59.6,43.6,40.83,14.33,11,14,8,10,11,FALSE,FALSE,FALSE,TRUE
35,80,175,73,€3.6M,€45K,77,84.2,61,67.8,57.17,23.33,11,13,6,10,6,FALSE,FALSE,FALSE,TRUE
35,80,186,83,€0,€0,73,77.8,66.4,63.8,69.5,25.33,3,5,5,3,3,FALSE,FALSE,FALSE,TRUE
36,73,177,72,€1M,€9K,72.6,77.4,69.6,72.8,65.83,27.67,5,10,13,6,6,FALSE,FALSE,FALSE,TRUE
37,65,188,86,€80K,€11K,17.8,17.6,42.2,43.2,25.83,15,63,65,62,69,63,FALSE,FALSE,TRUE,FALSE
36,76,170,61,€2.4M,€11K,71.6,79,57.4,66.6,74.17,67,13,15,15,13,13,FALSE,FALSE,FALSE,TRUE
33,71,176,68,€1.2M,€31K,68,70,73.4,56.4,64.17,37.33,11,8,9,9,8,FALSE,FALSE,FALSE,TRUE
35,81,184,78,€10.5M,€35K,76.6,83,60.6,74.4,78,75.67,14,11,12,5,9,FALSE,FALSE,FALSE,TRUE
35,74,186,82,€1.1M,€13K,56.4,48.2,61.6,69.4,60.5,74.33,6,8,5,12,5,FALSE,TRUE,FALSE,FALSE
35,84,180,69,€17.5M,€19K,75.8,88.4,78.4,73.6,75.83,49.33,10,7,11,12,11,FALSE,FALSE,FALSE,TRUE
32,74,190,83,€3.4M,€9K,71.6,63.2,53.8,74.6,65.17,23.67,14,5,12,8,5,TRUE,FALSE,FALSE,FALSE
34,80,192,83,€10.5M,€44K,78.6,77,74.2,81.2,71.5,40.33,14,15,10,10,15,TRUE,FALSE,FALSE,FALSE
33,80,183,70,€10M,€74K,69.2,65.6,77,69.4,71.67,83,6,7,7,12,7,FALSE,TRUE,FALSE,FALSE
33,72,186,77,€0,€0,70.4,74.8,59.2,66.6,68.67,57,13,8,10,15,12,FALSE,FALSE,FALSE,TRUE
32,83,183,80,€28.5M,€61K,78.4,76.4,76.6,85.6,79.67,78,16,16,11,6,8,FALSE,FALSE,FALSE,TRUE
33,71,175,68,€1.2M,€10K,65.4,72.6,64.8,52.4,64,49.33,11,9,8,9,13,FALSE,FALSE,FALSE,TRUE
33,80,180,85,€13M,€20K,75.2,79,80.4,84.8,74,41,6,10,7,11,12,TRUE,FALSE,FALSE,FALSE
32,80,189,86,€17M,€26K,80.8,69.8,53.2,82.2,69.67,53,16,10,8,8,11,TRUE,FALSE,FALSE,FALSE
32,77,180,80,€7M,€77K,70.2,71.6,72.8,77.2,72.33,76.67,7,7,9,12,5,FALSE,TRUE,FALSE,FALSE
31,75,191,92,€4.8M,€58K,69.8,65.4,55.6,76.4,68.83,32.67,14,16,16,7,16,TRUE,FALSE,FALSE,FALSE
32,81,175,73,€21M,€51K,77.8,76.8,78.4,79,74.17,38.67,11,6,9,5,6,TRUE,FALSE,FALSE,FALSE
32,74,188,77,€2.7M,€22K,59.8,59.4,60.8,74.8,66.67,73,14,8,14,10,15,FALSE,TRUE,FALSE,FALSE
33,80,171,67,€13M,€33K,71.6,77.4,79,74.2,74.33,60.33,16,16,9,14,9,FALSE,FALSE,FALSE,TRUE
32,80,163,59,€16.5M,€13K,73.2,85,81.2,64.2,63.33,31.33,8,4,14,9,10,TRUE,FALSE,FALSE,FALSE
32,79,179,79,€14M,€13K,75,77,83.4,76.8,65.17,24,8,10,10,14,6,TRUE,FALSE,FALSE,FALSE
32,80,198,103,€10.5M,€13K,14.8,16.6,34.6,47.8,31,14.33,80,80,66,80,83,FALSE,FALSE,TRUE,FALSE
21,73,182,67,€5M,€8K,67.4,73.8,68.8,70.6,68,62.33,11,6,8,11,11,FALSE,FALSE,FALSE,TRUE
18,64,185,78,€1.6M,€5K,54.4,64.2,66,55,55,50.67,13,8,11,13,7,FALSE,FALSE,FALSE,TRUE
20,67,187,79,€2.3M,€18K,45.4,45.4,66,55.4,50.67,68.33,13,7,12,13,14,FALSE,TRUE,FALSE,FALSE
18,71,180,66,€4.4M,€18K,58,67.4,78.8,53.2,52.17,31,8,9,5,13,10,FALSE,FALSE,FALSE,TRUE
18,62,180,71,€975K,€500,46.6,50,72,50.2,50,54.33,9,15,12,15,7,FALSE,TRUE,FALSE,FALSE
18,60,178,65,€775K,€2K,48.6,60.4,70.4,49.8,54,45.33,10,14,5,13,9,FALSE,FALSE,FALSE,TRUE
20,72,183,82,€4.8M,€9K,57.6,60,70,70.8,65.67,69.67,8,6,8,9,8,FALSE,TRUE,FALSE,FALSE
19,68,183,57,€2.5M,€19K,57,62,68,62.4,60,62,6,14,10,12,10,FALSE,TRUE,FALSE,FALSE
20,59,177,74,€500K,€11K,55,52.6,70.4,55.6,48.5,16,6,10,13,14,5,TRUE,FALSE,FALSE,FALSE
19,67,175,70,€2.4M,€22K,65.6,59,65.8,62,49.83,15.33,14,7,13,11,8,TRUE,FALSE,FALSE,FALSE
21,71,180,80,€3.9M,€6K,38.4,43.2,68.6,58,55.83,71.67,10,7,12,7,9,FALSE,TRUE,FALSE,FALSE
17,62,175,65,€1.2M,€500,56.4,68.4,69.8,48,55,51.67,11,6,15,11,14,FALSE,FALSE,FALSE,TRUE
18,66,185,83,€2.2M,€1K,56.4,57.2,72.2,56.8,46.33,25.33,5,13,9,11,6,TRUE,FALSE,FALSE,FALSE
18,63,190,77,€1.1M,€1K,45.6,44.4,64.4,52.8,44.83,63.33,7,6,9,14,10,FALSE,TRUE,FALSE,FALSE
18,66,191,74,€2M,€2K,57,57.6,61.8,69.4,58.33,56,14,5,14,6,12,FALSE,FALSE,FALSE,TRUE
17,56,185,72,€450K,€500,50.2,51.4,67.6,54.8,50.67,53.67,8,10,8,13,9,FALSE,FALSE,FALSE,TRUE
18,68,177,71,€2.6M,€2K,50.4,55.2,73,63.6,57.67,66.67,14,13,10,8,8,FALSE,TRUE,FALSE,FALSE
19,70,186,84,€3.2M,€9K,48.8,48.6,65.2,58.6,57.83,69.33,12,7,9,8,5,FALSE,TRUE,FALSE,FALSE
19,64,183,76,€1.3M,€500,51,53.6,71.8,60,50.5,58,15,11,7,8,8,FALSE,TRUE,FALSE,FALSE
19,71,182,75,€4.1M,€10K,64.8,57.2,72.2,70.4,56.17,14.67,12,11,8,12,14,TRUE,FALSE,FALSE,FALSE
18,61,193,82,€825K,€6K,54,61,63.2,57.6,54.33,44.33,7,13,8,7,12,FALSE,FALSE,FALSE,TRUE
16,61,184,74,€700K,€500,11.8,12.6,37.4,35.6,18.83,10.67,58,57,61,59,67,FALSE,FALSE,TRUE,FALSE
17,65,184,78,€1.8M,€900,55.4,60.6,75.2,54.8,48.33,39,8,6,9,14,12,TRUE,FALSE,FALSE,FALSE
18,66,187,73,€2M,€1K,43.6,40.6,61.2,55.4,52.67,69.33,7,15,14,11,10,FALSE,TRUE,FALSE,FALSE
16,60,166,61,€675K,€1K,50.2,55.6,74.8,50.2,46.33,25.67,9,8,9,11,6,FALSE,FALSE,FALSE,TRUE
19,66,183,71,€1.9M,€4K,48.2,60,67.2,52.8,51.17,66,14,11,10,6,6,FALSE,TRUE,FALSE,FALSE
17,61,172,68,€850K,€500,47,47.4,66,50.2,51.17,58.67,8,7,11,12,11,FALSE,TRUE,FALSE,FALSE
19,63,184,78,€1.2M,€8K,50.8,46.8,58.6,52.2,58,64.33,6,9,7,7,8,FALSE,TRUE,FALSE,FALSE
18,67,190,75,€2.4M,€3K,55,48,65.4,62.2,56.17,68,9,8,10,6,11,FALSE,TRUE,FALSE,FALSE
18,67,187,78,€2.4M,€4K,55.6,61.2,63.2,66.2,59.67,62,10,6,5,8,8,FALSE,FALSE,FALSE,TRUE
17,62,176,68,€775K,€500,51.4,51.2,68,59.2,50.17,21,15,7,11,13,13,TRUE,FALSE,FALSE,FALSE
22,70,180,75,€2.7M,€9K,58.4,66.8,76.6,66.8,51.17,17,14,10,10,9,14,FALSE,FALSE,FALSE,TRUE
28,77,178,64,€11M,€24K,71.6,71.6,78.6,72.4,71.17,21,7,8,9,15,13,TRUE,FALSE,FALSE,FALSE
21,69,179,76,€2.7M,€4K,58.8,64.4,75.8,60.8,64.17,66,11,14,10,11,10,FALSE,FALSE,FALSE,TRUE
20,64,181,83,€1.3M,€4K,60.6,58.4,70.4,62.8,54.5,54.33,13,13,14,9,11,FALSE,FALSE,FALSE,TRUE
21,70,185,79,€3.4M,€4K,55.6,58.4,70.4,64.6,56.5,65.33,8,9,14,10,11,FALSE,TRUE,FALSE,FALSE
22,68,191,85,€2.3M,€9K,12.4,12.6,33.2,40.2,17,9,68,65,56,69,70,FALSE,FALSE,TRUE,FALSE
21,68,181,70,€2.7M,€9K,55.2,68.2,69.6,55.6,63.5,61.33,7,11,7,12,8,FALSE,FALSE,FALSE,TRUE
21,72,181,76,€3.6M,€14K,58.4,65,75.4,57.6,60,46,10,15,9,8,5,FALSE,FALSE,FALSE,TRUE
21,74,173,68,€9.5M,€10K,69,64,78,68.2,63.5,38.67,6,12,6,12,7,TRUE,FALSE,FALSE,FALSE
23,75,184,77,€8.5M,€13K,67.4,71.6,62.4,79.8,70.17,68.33,14,11,7,9,12,FALSE,FALSE,FALSE,TRUE
22,68,183,80,€1.9M,€13K,57.8,69,72,67.2,60.5,49,11,15,8,15,9,FALSE,FALSE,FALSE,TRUE
21,70,188,86,€3.1M,€18K,16,25.6,56,42.6,24.33,14,71,69,70,69,72,FALSE,FALSE,TRUE,FALSE
21,74,168,67,€9.5M,€7K,68.8,64.6,86.2,67.8,60.17,42.33,7,12,10,8,13,TRUE,FALSE,FALSE,FALSE
21,71,174,68,€4.2M,€9K,58.4,68.4,67.6,61.6,64.5,64.67,7,6,15,12,8,FALSE,FALSE,FALSE,TRUE
22,76,180,72,€9.5M,€19K,64.4,67,76,70.4,69.33,74,15,8,13,9,8,FALSE,FALSE,FALSE,TRUE
22,70,175,71,€3.6M,€9K,65.6,63.4,69,68.2,61,46,11,11,6,11,7,FALSE,FALSE,FALSE,TRUE
22,73,179,72,€6.5M,€10K,61.8,64,73,65,57.17,68.67,14,8,15,13,7,FALSE,TRUE,FALSE,FALSE
20,71,177,69,€3.3M,€5K,49.4,58,79,56.2,60.33,67.33,10,10,13,10,9,FALSE,TRUE,FALSE,FALSE
20,62,188,79,€825K,€7K,46.2,48.8,63,53.4,49.83,58,13,15,5,13,9,FALSE,TRUE,FALSE,FALSE
20,71,178,73,€4.1M,€18K,60,65.8,79.6,61,54.17,21.67,13,9,5,12,14,FALSE,FALSE,FALSE,TRUE
20,64,181,71,€1.3M,€6K,57,54.6,73.8,59.4,52,41.33,7,13,6,6,6,TRUE,FALSE,FALSE,FALSE
19,66,186,75,€1.8M,€4K,15.4,18,52,41.4,22.5,10.67,66,64,66,65,69,FALSE,FALSE,TRUE,FALSE
19,67,173,63,€2.6M,€2K,54.4,60.4,82.4,61.2,50.67,28.67,8,10,11,12,8,TRUE,FALSE,FALSE,FALSE
21,76,172,63,€17M,€23K,69,67.8,75,65.8,60.17,33.67,14,15,13,14,12,FALSE,FALSE,FALSE,TRUE
21,69,186,84,€3.1M,€12K,55.2,60.4,73.6,60,51,26,8,7,7,9,5,FALSE,FALSE,FALSE,TRUE
20,62,182,68,€975K,€16K,58.4,56.2,61.8,54.4,49.83,23,13,13,11,14,8,TRUE,FALSE,FALSE,FALSE
20,58,191,82,€425K,€2K,16.2,23.4,29.6,34.8,29.33,19,56,60,57,53,60,FALSE,FALSE,TRUE,FALSE
24,75,188,76,€10.5M,€15K,48.4,59.8,68.6,79.6,58.83,76,5,8,7,13,9,FALSE,TRUE,FALSE,FALSE
19,60,178,73,€625K,€4K,54.8,54,65,64,51.33,20.33,13,14,6,12,11,TRUE,FALSE,FALSE,FALSE
17,62,176,69,€1M,€2K,59.2,60.2,66.2,55.4,51.5,23.33,12,12,10,10,8,FALSE,FALSE,FALSE,TRUE
20,67,185,76,€2.1M,€3K,48.4,51.6,63.6,61.8,54.67,65.67,11,10,7,13,13,FALSE,TRUE,FALSE,FALSE
17,58,178,75,€650K,€500,44.2,48.8,75.2,55,46.17,36.67,13,12,10,7,10,FALSE,FALSE,FALSE,TRUE
18,61,192,77,€775K,€4K,43,46,63.4,50.4,51,58.33,11,5,7,13,9,FALSE,TRUE,FALSE,FALSE
19,61,182,70,€775K,€10K,57.6,52,70.2,62.2,50.83,17.33,10,12,13,7,14,TRUE,FALSE,FALSE,FALSE
18,61,173,65,€900K,€600,47.6,59.2,74.2,51.2,57.5,51.67,8,9,12,12,10,FALSE,FALSE,FALSE,TRUE
26,75,184,77,€6M,€15K,57.6,52.8,68,72.4,66.5,74.67,14,11,10,6,12,FALSE,TRUE,FALSE,FALSE
26,71,180,69,€0,€0,65.2,56.6,63.2,74.8,56.5,17,12,14,15,6,12,TRUE,FALSE,FALSE,FALSE
25,68,180,72,€0,€0,10.4,12.8,57.4,34.8,21.83,11,69,65,55,68,69,FALSE,FALSE,TRUE,FALSE
22,74,176,72,€9.5M,€11K,59.6,67.8,78.2,64.8,63.17,36,12,13,14,8,15,FALSE,FALSE,FALSE,TRUE
19,69,174,60,€3.3M,€4K,54.8,64.4,72.6,56.2,53.5,30,7,8,15,9,14,FALSE,FALSE,FALSE,TRUE
19,71,192,78,€3.8M,€8K,48,49.8,54,58.6,55,72.33,10,8,7,14,5,FALSE,TRUE,FALSE,FALSE
17,61,185,74,€775K,€500,41.8,48.8,60.8,59.4,48.17,59,10,11,10,8,14,FALSE,TRUE,FALSE,FALSE
18,64,192,80,€1.4M,€1K,53.6,49.2,70.4,71.6,50,22,6,11,10,6,13,TRUE,FALSE,FALSE,FALSE
20,71,174,62,€4.5M,€32K,63,71.6,80,63,66.17,47,6,8,9,8,10,FALSE,FALSE,FALSE,TRUE
19,66,166,64,€2M,€5K,53.8,67.2,76.4,57,59.17,53.67,11,12,11,14,11,FALSE,FALSE,FALSE,TRUE
18,64,173,70,€1.5M,€5K,56.6,52.8,66.4,62.4,49.17,18.67,11,5,5,13,15,TRUE,FALSE,FALSE,FALSE
24,74,189,82,€6.5M,€8K,63,56.6,69.4,72.6,59.83,22.67,10,12,7,13,13,TRUE,FALSE,FALSE,FALSE
20,64,185,75,€1.2M,€2K,53.6,64,61.2,67,58,60.33,8,13,12,7,12,FALSE,FALSE,FALSE,TRUE
19,66,185,75,€2M,€8K,56.8,52,75,67.8,49.67,23.33,6,14,6,8,5,TRUE,FALSE,FALSE,FALSE
18,66,175,65,€1.9M,€3K,46,53,77.4,51.8,53.5,60.67,10,14,11,14,15,FALSE,TRUE,FALSE,FALSE
20,70,174,77,€3.5M,€33K,60,62.6,76.6,60.8,55.83,30.67,6,6,12,6,12,FALSE,FALSE,FALSE,TRUE
